region,area,hhid,thogar,factor
central,rural,1302.0,4.0,137.0
central,rural,1303.0,5.0,54.0
central,rural,1304.0,8.0,54.0
central,rural,1305.0,8.0,54.0
central,rural,1306.0,9.0,54.0
central,rural,1307.0,4.0,54.0
central,rural,1308.0,2.0,54.0
central,rural,1309.0,8.0,54.0
central,rural,1310.0,1.0,54.0
central,rural,1311.0,8.0,54.0
central,rural,1312.0,5.0,54.0
central,rural,1313.0,5.0,54.0
central,rural,1314.0,7.0,54.0
central,rural,1315.0,3.0,211.0
central,rural,1316.0,7.0,211.0
central,rural,1317.0,6.0,211.0
central,rural,1318.0,2.0,211.0
central,rural,1319.0,2.0,211.0
central,rural,1320.0,7.0,211.0
central,rural,1321.0,4.0,211.0
central,rural,1322.0,5.0,211.0
central,rural,1323.0,5.0,211.0
central,rural,1324.0,3.0,211.0
central,rural,1325.0,3.0,211.0
central,rural,1326.0,8.0,211.0
central,urbana,1327.0,6.0,211.0
central,urbana,1328.0,2.0,211.0
central,urbana,1329.0,5.0,211.0
central,urbana,1330.0,10.0,211.0
central,urbana,1331.0,3.0,211.0
central,urbana,1332.0,4.0,211.0
central,urbana,1333.0,1.0,211.0
central,urbana,1334.0,7.0,211.0
central,urbana,1335.0,6.0,211.0
central,urbana,1336.0,4.0,211.0
central,urbana,1337.0,8.0,211.0
central,urbana,1338.0,4.0,211.0
central,urbana,1339.0,7.0,230.0
central,urbana,1340.0,3.0,230.0
central,urbana,1341.0,10.0,230.0
central,urbana,1342.0,3.0,230.0
central,urbana,1343.0,3.0,230.0
central,urbana,1344.0,5.0,230.0
central,urbana,1345.0,7.0,230.0
central,urbana,1346.0,7.0,230.0
central,urbana,1347.0,6.0,230.0
central,urbana,1348.0,1.0,230.0
central,rural,1349.0,7.0,108.0
central,rural,1350.0,9.0,108.0
central,rural,1351.0,6.0,108.0
central,rural,1352.0,4.0,108.0
central,rural,1353.0,8.0,108.0
central,rural,1354.0,5.0,108.0
central,rural,1355.0,4.0,108.0
central,rural,1356.0,8.0,108.0
central,rural,1357.0,7.0,108.0
central,rural,1358.0,4.0,108.0
central,urbana,1359.0,6.0,202.0
central,urbana,1360.0,6.0,202.0
central,urbana,1361.0,5.0,202.0
central,urbana,1362.0,9.0,202.0
central,urbana,1363.0,9.0,202.0
central,urbana,1364.0,4.0,202.0
central,urbana,1365.0,5.0,202.0
central,urbana,1366.0,3.0,202.0
central,urbana,1367.0,9.0,202.0
central,urbana,1368.0,5.0,202.0
central,urbana,1369.0,4.0,202.0
central,urbana,1370.0,10.0,202.0
central,urbana,1371.0,3.0,202.0
central,urbana,1372.0,10.0,250.0
central,urbana,1373.0,4.0,250.0
central,urbana,1374.0,2.0,250.0
central,urbana,1375.0,4.0,250.0
central,urbana,1376.0,3.0,250.0
central,urbana,1377.0,2.0,250.0
central,urbana,1378.0,4.0,250.0
central,urbana,1379.0,6.0,250.0
central,urbana,1380.0,5.0,250.0
central,urbana,1381.0,7.0,250.0
central,rural,1382.0,5.0,135.0
central,rural,1383.0,3.0,135.0
central,rural,1384.0,7.0,135.0
central,rural,1385.0,5.0,135.0
central,rural,1386.0,4.0,135.0
central,rural,1387.0,2.0,135.0
central,rural,1388.0,3.0,135.0
central,rural,1389.0,7.0,225.0
central,rural,1390.0,9.0,225.0
central,rural,1391.0,8.0,225.0
central,rural,1392.0,8.0,225.0
central,rural,1393.0,5.0,225.0
central,rural,1394.0,5.0,225.0
central,rural,1395.0,6.0,225.0
central,rural,1396.0,5.0,225.0
central,rural,1397.0,6.0,225.0
central,rural,1398.0,7.0,225.0
central,rural,1399.0,2.0,225.0
central,rural,1400.0,8.0,225.0
central,rural,1401.0,3.0,225.0
central,rural,1402.0,5.0,225.0
central,rural,1403.0,4.0,268.0
central,rural,1404.0,8.0,268.0
central,rural,1405.0,9.0,268.0
central,rural,1406.0,2.0,268.0
central,rural,1407.0,3.0,268.0
central,rural,1408.0,7.0,268.0
central,rural,1409.0,9.0,268.0
central,rural,1410.0,3.0,268.0
central,rural,1411.0,5.0,268.0
central,rural,1412.0,2.0,268.0
central,rural,1413.0,7.0,268.0
central,rural,1414.0,8.0,302.0
central,rural,1415.0,6.0,302.0
central,rural,1416.0,2.0,302.0
central,rural,1417.0,5.0,302.0
central,rural,1418.0,7.0,302.0
central,rural,1419.0,6.0,302.0
central,rural,1420.0,8.0,302.0
central,rural,1421.0,8.0,302.0
central,rural,1422.0,6.0,125.0
central,rural,1423.0,8.0,125.0
central,rural,1424.0,12.0,125.0
central,rural,1425.0,5.0,125.0
central,rural,1426.0,6.0,125.0
central,rural,1427.0,6.0,125.0
central,rural,1428.0,5.0,125.0
central,rural,1429.0,3.0,185.0
central,rural,1430.0,7.0,185.0
central,rural,1431.0,3.0,185.0
central,rural,1432.0,8.0,185.0
central,rural,1433.0,3.0,185.0
central,rural,1434.0,4.0,185.0
central,rural,1435.0,4.0,185.0
central,rural,1436.0,1.0,185.0
central,rural,1437.0,8.0,185.0
central,rural,1438.0,3.0,185.0
central,rural,1439.0,2.0,185.0
central,rural,1440.0,5.0,192.0
central,rural,1441.0,1.0,192.0
central,rural,1442.0,4.0,192.0
central,rural,1443.0,4.0,192.0
central,rural,1444.0,8.0,192.0
central,rural,1445.0,5.0,192.0
central,rural,1446.0,9.0,192.0
central,rural,1447.0,10.0,192.0
central,rural,1448.0,8.0,192.0
central,rural,1449.0,3.0,192.0
central,rural,1450.0,4.0,203.0
central,rural,1451.0,4.0,203.0
central,rural,1452.0,8.0,203.0
central,rural,1453.0,9.0,203.0
central,rural,1454.0,3.0,203.0
central,rural,1455.0,8.0,203.0
central,rural,1456.0,4.0,203.0
central,rural,1457.0,4.0,203.0
central,rural,1458.0,8.0,203.0
central,rural,1459.0,3.0,203.0
central,rural,1460.0,6.0,203.0
central,rural,1461.0,5.0,203.0
central,urbana,1462.0,1.0,217.0
central,urbana,1463.0,6.0,217.0
central,urbana,1464.0,5.0,217.0
central,urbana,1465.0,6.0,217.0
central,urbana,1466.0,7.0,217.0
central,urbana,1467.0,4.0,217.0
central,urbana,1468.0,5.0,217.0
central,urbana,1469.0,3.0,217.0
central,urbana,1470.0,5.0,217.0
central,urbana,1471.0,4.0,217.0
central,urbana,1472.0,6.0,187.0
central,urbana,1473.0,4.0,187.0
central,urbana,1474.0,3.0,187.0
central,urbana,1475.0,2.0,187.0
central,urbana,1476.0,5.0,187.0
central,urbana,1477.0,4.0,187.0
central,urbana,1478.0,8.0,187.0
central,urbana,1479.0,3.0,187.0
central,urbana,1480.0,3.0,187.0
central,rural,1481.0,8.0,301.0
central,rural,1482.0,6.0,301.0
central,rural,1483.0,4.0,301.0
central,rural,1484.0,1.0,301.0
central,rural,1485.0,8.0,301.0
central,rural,1486.0,7.0,301.0
central,rural,1487.0,9.0,301.0
central,rural,1488.0,4.0,65.0
central,rural,1489.0,8.0,65.0
central,rural,1490.0,7.0,65.0
central,rural,1491.0,5.0,65.0
central,rural,1492.0,10.0,65.0
central,rural,1493.0,10.0,65.0
central,rural,1494.0,4.0,65.0
central,rural,1495.0,6.0,65.0
central,rural,1496.0,1.0,65.0
central,rural,1497.0,5.0,65.0
central,rural,1498.0,8.0,65.0
central,rural,1499.0,5.0,65.0
central,rural,1500.0,2.0,248.0
central,rural,1501.0,2.0,248.0
central,rural,1502.0,4.0,248.0
central,rural,1503.0,6.0,248.0
central,rural,1504.0,4.0,248.0
central,rural,1505.0,11.0,248.0
central,rural,1506.0,7.0,248.0
central,rural,1507.0,7.0,248.0
central,rural,1508.0,9.0,248.0
central,rural,1509.0,4.0,248.0
central,rural,1510.0,10.0,248.0
central,rural,1511.0,6.0,77.0
central,rural,1512.0,6.0,77.0
central,rural,1513.0,3.0,77.0
central,rural,1514.0,4.0,77.0
central,rural,1515.0,7.0,77.0
central,rural,1516.0,8.0,77.0
central,rural,1517.0,6.0,77.0
central,rural,1518.0,4.0,77.0
central,rural,1519.0,5.0,77.0
central,rural,1520.0,5.0,77.0
central,rural,1521.0,10.0,77.0
central,urbana,1522.0,4.0,169.0
central,urbana,1523.0,5.0,169.0
central,urbana,1524.0,5.0,169.0
central,urbana,1525.0,2.0,169.0
central,urbana,1526.0,1.0,169.0
central,urbana,1527.0,5.0,169.0
central,urbana,1528.0,7.0,169.0
central,urbana,1529.0,4.0,169.0
central,urbana,1530.0,4.0,169.0
central,urbana,1531.0,5.0,169.0
central,urbana,1532.0,3.0,169.0
central,urbana,1533.0,3.0,169.0
central,urbana,1534.0,5.0,169.0
central,urbana,1535.0,2.0,318.0
central,urbana,1536.0,5.0,318.0
central,urbana,1537.0,8.0,318.0
central,urbana,1538.0,5.0,318.0
central,urbana,1539.0,4.0,318.0
central,urbana,1540.0,7.0,318.0
central,urbana,1541.0,4.0,318.0
central,urbana,1542.0,8.0,318.0
central,urbana,1543.0,2.0,318.0
central,urbana,1544.0,2.0,318.0
central,urbana,1545.0,4.0,315.0
central,urbana,1546.0,3.0,315.0
central,urbana,1547.0,5.0,315.0
central,urbana,1548.0,4.0,315.0
central,urbana,1549.0,5.0,315.0
central,urbana,1550.0,6.0,315.0
central,urbana,1551.0,6.0,315.0
central,urbana,1552.0,9.0,335.0
central,urbana,1553.0,11.0,335.0
central,urbana,1554.0,5.0,335.0
central,urbana,1555.0,4.0,335.0
central,urbana,1556.0,7.0,335.0
central,urbana,1557.0,7.0,335.0
central,urbana,1558.0,6.0,335.0
central,urbana,1559.0,8.0,335.0
central,rural,1560.0,6.0,215.0
central,rural,1561.0,8.0,215.0
central,rural,1562.0,9.0,215.0
central,rural,1563.0,5.0,215.0
central,rural,1564.0,6.0,215.0
central,rural,1565.0,5.0,215.0
central,rural,1566.0,5.0,215.0
central,rural,1567.0,8.0,215.0
central,rural,1568.0,7.0,215.0
central,rural,1569.0,9.0,215.0
central,rural,1570.0,6.0,189.0
central,rural,1571.0,6.0,189.0
central,rural,1572.0,9.0,189.0
central,rural,1573.0,6.0,189.0
central,rural,1574.0,9.0,189.0
central,rural,1575.0,3.0,189.0
central,rural,1576.0,5.0,189.0
central,rural,1577.0,5.0,189.0
central,rural,1578.0,6.0,189.0
central,rural,1579.0,6.0,189.0
central,rural,1580.0,2.0,189.0
central,rural,1581.0,2.0,193.0
central,rural,1582.0,5.0,193.0
central,rural,1583.0,7.0,193.0
central,rural,1584.0,7.0,193.0
central,rural,1585.0,1.0,193.0
central,rural,1586.0,8.0,193.0
central,rural,1587.0,1.0,193.0
central,rural,1588.0,7.0,193.0
central,rural,1589.0,5.0,193.0
central,rural,1590.0,7.0,193.0
central,rural,1591.0,4.0,193.0
central,rural,1592.0,6.0,193.0
central,rural,1593.0,3.0,193.0
central,urbana,1594.0,1.0,138.0
central,urbana,1595.0,1.0,138.0
central,urbana,1596.0,5.0,138.0
central,urbana,1597.0,5.0,138.0
central,urbana,1598.0,1.0,138.0
central,urbana,1599.0,5.0,138.0
central,urbana,1600.0,3.0,138.0
central,urbana,1601.0,3.0,138.0
central,urbana,1602.0,6.0,138.0
central,urbana,1603.0,6.0,138.0
central,urbana,1604.0,4.0,138.0
central,urbana,1605.0,4.0,138.0
central,urbana,1606.0,12.0,138.0
central,rural,1607.0,6.0,64.0
central,rural,1608.0,9.0,64.0
central,rural,1609.0,7.0,64.0
central,rural,1610.0,5.0,64.0
central,rural,1611.0,2.0,64.0
central,rural,1612.0,1.0,64.0
central,rural,1613.0,10.0,64.0
central,rural,1614.0,3.0,64.0
central,rural,1615.0,1.0,64.0
central,rural,1616.0,9.0,86.0
central,rural,1617.0,8.0,86.0
central,rural,1618.0,8.0,86.0
central,rural,1619.0,1.0,86.0
central,rural,1620.0,6.0,86.0
central,rural,1621.0,1.0,86.0
central,rural,1622.0,6.0,86.0
central,rural,1623.0,1.0,86.0
central,rural,1624.0,15.0,86.0
central,rural,1625.0,1.0,86.0
central,rural,1626.0,4.0,86.0
central,rural,1627.0,6.0,86.0
central,rural,1628.0,1.0,86.0
central,rural,1629.0,1.0,86.0
central,rural,1630.0,1.0,86.0
central,rural,1631.0,4.0,86.0
central,rural,1632.0,1.0,168.0
central,rural,1633.0,3.0,168.0
central,rural,1634.0,4.0,168.0
central,rural,1635.0,7.0,168.0
central,rural,1636.0,7.0,168.0
central,rural,1637.0,6.0,168.0
central,rural,1638.0,8.0,168.0
central,rural,1639.0,5.0,168.0
central,rural,1640.0,4.0,168.0
central,rural,1641.0,5.0,168.0
central,rural,1642.0,4.0,168.0
central,rural,1643.0,4.0,168.0
central,rural,1644.0,9.0,180.0
central,rural,1645.0,4.0,180.0
central,rural,1646.0,4.0,180.0
central,rural,1647.0,8.0,180.0
central,rural,1648.0,2.0,180.0
central,rural,1649.0,1.0,180.0
central,rural,1650.0,5.0,180.0
central,rural,1651.0,7.0,180.0
central,rural,1652.0,7.0,180.0
central,rural,1653.0,8.0,180.0
central,rural,1654.0,9.0,180.0
central,urbana,1655.0,3.0,227.0
central,urbana,1656.0,3.0,227.0
central,urbana,1657.0,5.0,227.0
central,urbana,1658.0,2.0,227.0
central,urbana,1659.0,9.0,227.0
central,urbana,1660.0,3.0,227.0
central,urbana,1661.0,8.0,227.0
central,urbana,1662.0,7.0,227.0
central,urbana,1663.0,7.0,227.0
central,urbana,1664.0,1.0,227.0
central,urbana,1665.0,5.0,227.0
central,rural,1666.0,4.0,60.0
central,rural,1667.0,8.0,60.0
central,rural,1668.0,6.0,60.0
central,rural,1669.0,5.0,60.0
central,rural,1670.0,2.0,60.0
central,rural,1671.0,9.0,60.0
central,rural,1672.0,2.0,60.0
central,rural,1673.0,5.0,60.0
central,rural,1674.0,2.0,60.0
central,rural,1675.0,5.0,60.0
central,rural,1676.0,7.0,60.0
central,urbana,1677.0,1.0,66.0
central,urbana,1678.0,7.0,66.0
central,urbana,1679.0,3.0,66.0
central,urbana,1680.0,4.0,66.0
central,urbana,1681.0,10.0,66.0
central,urbana,1682.0,4.0,66.0
central,urbana,1683.0,11.0,66.0
central,urbana,1684.0,3.0,66.0
central,urbana,1685.0,7.0,66.0
central,urbana,1686.0,7.0,66.0
central,urbana,1687.0,12.0,66.0
central,rural,1688.0,9.0,173.0
central,rural,1689.0,8.0,173.0
central,rural,1690.0,10.0,173.0
central,rural,1691.0,9.0,173.0
central,rural,1692.0,5.0,173.0
central,rural,1693.0,2.0,173.0
central,rural,1694.0,4.0,173.0
central,rural,1695.0,4.0,173.0
central,rural,1696.0,9.0,173.0
central,rural,1697.0,7.0,173.0
central,rural,1698.0,2.0,189.0
central,rural,1699.0,10.0,189.0
central,rural,1700.0,6.0,189.0
central,rural,1701.0,11.0,189.0
central,rural,1702.0,8.0,189.0
central,rural,1703.0,3.0,189.0
central,rural,1704.0,6.0,189.0
central,rural,1705.0,2.0,189.0
central,rural,1706.0,9.0,189.0
central,rural,1707.0,11.0,189.0
central,rural,1708.0,7.0,187.0
central,rural,1709.0,2.0,187.0
central,rural,1710.0,6.0,187.0
central,rural,1711.0,5.0,187.0
central,rural,1712.0,2.0,187.0
central,rural,1713.0,4.0,187.0
central,rural,1714.0,5.0,187.0
central,rural,1715.0,5.0,187.0
central,rural,1716.0,4.0,187.0
central,rural,1717.0,7.0,187.0
central,rural,1718.0,5.0,235.0
central,rural,1719.0,5.0,235.0
central,rural,1720.0,8.0,235.0
central,rural,1721.0,6.0,235.0
central,rural,1722.0,6.0,235.0
central,rural,1723.0,11.0,235.0
central,rural,1724.0,6.0,235.0
central,rural,1725.0,5.0,235.0
central,rural,1726.0,10.0,235.0
central,rural,1727.0,2.0,235.0
central,urbana,1728.0,5.0,309.0
central,urbana,1729.0,2.0,309.0
central,urbana,1730.0,8.0,309.0
central,urbana,1731.0,8.0,309.0
central,urbana,1732.0,2.0,309.0
central,urbana,1733.0,5.0,309.0
central,urbana,1734.0,1.0,309.0
central,urbana,1735.0,1.0,309.0
central,urbana,1736.0,5.0,309.0
central,urbana,1737.0,9.0,309.0
central,urbana,1738.0,9.0,309.0
central,rural,1739.0,8.0,79.0
central,rural,1740.0,1.0,79.0
central,rural,1741.0,6.0,79.0
central,rural,1742.0,5.0,79.0
central,rural,1743.0,4.0,79.0
central,rural,1744.0,7.0,79.0
central,rural,1745.0,6.0,79.0
central,rural,1746.0,2.0,79.0
central,rural,1747.0,5.0,79.0
central,rural,1748.0,3.0,201.0
central,rural,1749.0,6.0,201.0
central,rural,1750.0,10.0,201.0
central,rural,1751.0,6.0,201.0
central,rural,1752.0,7.0,201.0
central,rural,1753.0,7.0,201.0
central,rural,1754.0,3.0,201.0
central,rural,1755.0,4.0,201.0
central,rural,1756.0,9.0,201.0
central,rural,1757.0,7.0,201.0
central,rural,1758.0,7.0,72.0
central,rural,1759.0,7.0,72.0
central,rural,1760.0,7.0,72.0
central,rural,1761.0,4.0,72.0
central,rural,1762.0,2.0,72.0
central,rural,1763.0,2.0,72.0
central,rural,1764.0,5.0,72.0
central,rural,1765.0,6.0,72.0
central,rural,1766.0,5.0,72.0
central,rural,1767.0,3.0,72.0
central,rural,1768.0,6.0,72.0
central,rural,1769.0,4.0,72.0
central,rural,1770.0,5.0,72.0
central,rural,1771.0,9.0,72.0
central,urbana,1772.0,6.0,241.0
central,urbana,1773.0,5.0,241.0
central,urbana,1774.0,5.0,241.0
central,urbana,1775.0,4.0,241.0
central,urbana,1776.0,3.0,241.0
central,urbana,1777.0,3.0,241.0
central,urbana,1778.0,5.0,241.0
central,urbana,1779.0,3.0,241.0
central,urbana,1780.0,4.0,241.0
central,urbana,1781.0,4.0,241.0
central,urbana,1782.0,7.0,241.0
central,urbana,1783.0,7.0,241.0
central,urbana,1784.0,4.0,185.0
central,urbana,1785.0,7.0,185.0
central,urbana,1786.0,3.0,185.0
central,urbana,1787.0,1.0,185.0
central,urbana,1788.0,4.0,185.0
central,urbana,1789.0,3.0,185.0
central,urbana,1790.0,2.0,185.0
central,urbana,1791.0,4.0,185.0
central,urbana,1792.0,4.0,185.0
central,urbana,1793.0,4.0,434.0
central,urbana,1794.0,1.0,434.0
central,urbana,1795.0,5.0,434.0
central,urbana,1796.0,6.0,434.0
central,urbana,1797.0,3.0,434.0
central,urbana,1798.0,5.0,434.0
central,urbana,1799.0,5.0,434.0
central,urbana,1800.0,2.0,434.0
central,urbana,1801.0,2.0,434.0
central,urbana,1802.0,2.0,434.0
central,urbana,1803.0,6.0,169.0
central,urbana,1804.0,10.0,169.0
central,urbana,1805.0,8.0,169.0
central,urbana,1806.0,3.0,169.0
central,urbana,1807.0,6.0,169.0
central,urbana,1808.0,4.0,169.0
central,urbana,1809.0,7.0,169.0
central,urbana,1810.0,4.0,169.0
central,urbana,1811.0,3.0,169.0
central,rural,1812.0,2.0,95.0
central,rural,1813.0,8.0,95.0
central,rural,1814.0,6.0,95.0
central,rural,1815.0,4.0,95.0
central,rural,1816.0,3.0,95.0
central,rural,1817.0,8.0,95.0
central,rural,1818.0,3.0,95.0
central,rural,1819.0,5.0,95.0
central,rural,1820.0,5.0,95.0
central,rural,1821.0,4.0,95.0
central,rural,1822.0,4.0,95.0
central,rural,1823.0,3.0,95.0
central,rural,1824.0,5.0,87.0
central,rural,1825.0,10.0,87.0
central,rural,1826.0,7.0,87.0
central,rural,1827.0,6.0,87.0
central,rural,1828.0,6.0,87.0
central,rural,1829.0,2.0,87.0
central,rural,1830.0,14.0,87.0
central,rural,1831.0,3.0,87.0
central,rural,1832.0,7.0,87.0
central,rural,1833.0,9.0,87.0
central,rural,1834.0,3.0,87.0
central,rural,1835.0,4.0,87.0
central,rural,1836.0,9.0,70.0
central,rural,1837.0,3.0,70.0
central,rural,1838.0,12.0,70.0
central,rural,1839.0,3.0,70.0
central,rural,1840.0,9.0,70.0
central,rural,1841.0,5.0,70.0
central,rural,1842.0,8.0,70.0
central,rural,1843.0,7.0,70.0
central,rural,1844.0,3.0,70.0
central,rural,1845.0,4.0,70.0
central,rural,1846.0,6.0,70.0
central,urbana,1847.0,3.0,116.0
central,urbana,1848.0,2.0,116.0
central,urbana,1849.0,3.0,116.0
central,urbana,1850.0,7.0,116.0
central,urbana,1851.0,4.0,116.0
central,urbana,1852.0,9.0,116.0
central,urbana,1853.0,2.0,116.0
central,urbana,1854.0,7.0,116.0
central,urbana,1855.0,3.0,116.0
central,urbana,1856.0,5.0,116.0
central,rural,1857.0,5.0,352.0
central,rural,1858.0,2.0,352.0
central,rural,1859.0,3.0,352.0
central,rural,1860.0,4.0,352.0
central,rural,1861.0,3.0,352.0
central,rural,1862.0,2.0,352.0
central,rural,1863.0,5.0,352.0
central,rural,1864.0,5.0,352.0
central,rural,1865.0,6.0,352.0
central,rural,1866.0,4.0,352.0
central,rural,1867.0,3.0,352.0
central,rural,1868.0,3.0,352.0
central,rural,1869.0,5.0,352.0
central,rural,1870.0,3.0,352.0
central,rural,1871.0,6.0,159.0
central,rural,1872.0,5.0,159.0
central,rural,1873.0,7.0,159.0
central,rural,1874.0,4.0,159.0
central,rural,1875.0,7.0,159.0
central,rural,1876.0,2.0,159.0
central,rural,1877.0,3.0,159.0
central,rural,1878.0,3.0,159.0
central,rural,1879.0,8.0,159.0
central,rural,1880.0,10.0,159.0
central,rural,1881.0,4.0,143.0
central,rural,1882.0,7.0,143.0
central,rural,1883.0,6.0,143.0
central,rural,1884.0,4.0,143.0
central,rural,1885.0,7.0,143.0
central,rural,1886.0,5.0,143.0
central,rural,1887.0,7.0,143.0
central,rural,1888.0,6.0,143.0
central,rural,1889.0,2.0,143.0
central,rural,1890.0,5.0,143.0
central,rural,1891.0,7.0,143.0
central,rural,1892.0,13.0,120.0
central,rural,1893.0,5.0,120.0
central,rural,1894.0,5.0,120.0
central,rural,1895.0,4.0,120.0
central,rural,1896.0,6.0,120.0
central,rural,1897.0,4.0,120.0
central,rural,1898.0,16.0,120.0
central,rural,1899.0,4.0,83.0
central,rural,1900.0,2.0,83.0
central,rural,1901.0,4.0,83.0
central,rural,1902.0,3.0,83.0
central,rural,1903.0,7.0,83.0
central,rural,1904.0,2.0,83.0
central,rural,1905.0,2.0,83.0
central,rural,1906.0,6.0,83.0
central,rural,1907.0,8.0,83.0
central,rural,1908.0,16.0,83.0
central,rural,1909.0,4.0,83.0
central,rural,1910.0,4.0,83.0
central,rural,1911.0,3.0,147.0
central,rural,1912.0,7.0,147.0
central,rural,1913.0,5.0,147.0
central,rural,1914.0,2.0,147.0
central,rural,1915.0,4.0,147.0
central,rural,1916.0,4.0,147.0
central,rural,1917.0,5.0,147.0
central,rural,1918.0,6.0,147.0
central,rural,1919.0,3.0,183.0
central,rural,1920.0,4.0,183.0
central,rural,1921.0,7.0,183.0
central,rural,1922.0,3.0,183.0
central,rural,1923.0,5.0,183.0
central,rural,1924.0,3.0,183.0
central,rural,1925.0,5.0,183.0
central,rural,1926.0,4.0,183.0
central,rural,1927.0,2.0,157.0
central,rural,1928.0,8.0,157.0
central,rural,1929.0,6.0,157.0
central,rural,1930.0,4.0,157.0
central,rural,1931.0,8.0,157.0
central,rural,1932.0,3.0,157.0
central,rural,1933.0,5.0,157.0
central,rural,1934.0,8.0,157.0
central,rural,1935.0,5.0,157.0
central,rural,1936.0,7.0,157.0
central,rural,1937.0,7.0,157.0
central,rural,1938.0,7.0,157.0
central,rural,1939.0,7.0,157.0
central,urbana,1940.0,3.0,235.0
central,urbana,1941.0,5.0,235.0
central,urbana,1942.0,2.0,235.0
central,urbana,1943.0,4.0,235.0
central,urbana,1944.0,4.0,235.0
central,urbana,1945.0,3.0,235.0
central,urbana,1946.0,2.0,235.0
central,urbana,1947.0,5.0,235.0
central,urbana,1948.0,5.0,235.0
central,urbana,1949.0,1.0,459.0
central,urbana,1950.0,5.0,459.0
central,urbana,1951.0,9.0,459.0
central,urbana,1952.0,4.0,459.0
central,urbana,1953.0,12.0,459.0
central,urbana,1954.0,5.0,459.0
central,urbana,1955.0,6.0,459.0
central,urbana,1956.0,11.0,459.0
central,urbana,1957.0,8.0,459.0
central,urbana,1958.0,3.0,459.0
central,urbana,1959.0,7.0,459.0
central,urbana,1960.0,1.0,283.0
central,urbana,1961.0,4.0,283.0
central,urbana,1962.0,3.0,283.0
central,urbana,1963.0,3.0,283.0
central,urbana,1964.0,4.0,283.0
central,urbana,1965.0,5.0,283.0
central,urbana,1966.0,5.0,283.0
central,urbana,1967.0,2.0,283.0
central,urbana,1968.0,4.0,283.0
central,urbana,1969.0,4.0,283.0
central,urbana,1970.0,11.0,283.0
central,urbana,1971.0,8.0,283.0
central,rural,1972.0,6.0,70.0
central,rural,1973.0,5.0,70.0
central,rural,1974.0,2.0,70.0
central,rural,1975.0,4.0,70.0
central,rural,1976.0,4.0,70.0
central,rural,1977.0,3.0,70.0
central,rural,1978.0,4.0,70.0
central,rural,1979.0,5.0,70.0
central,rural,1980.0,7.0,220.0
central,rural,1981.0,3.0,220.0
central,rural,1982.0,3.0,220.0
central,rural,1983.0,4.0,220.0
central,rural,1984.0,9.0,220.0
central,rural,1985.0,2.0,220.0
central,rural,1986.0,1.0,220.0
central,rural,1987.0,4.0,220.0
central,rural,1988.0,4.0,220.0
central,rural,1989.0,5.0,220.0
central,rural,1990.0,2.0,183.0
central,rural,1991.0,4.0,183.0
central,rural,1992.0,1.0,183.0
central,rural,1993.0,4.0,183.0
central,rural,1994.0,3.0,183.0
central,rural,1995.0,5.0,183.0
central,rural,1996.0,4.0,183.0
central,rural,1997.0,4.0,183.0
central,rural,1998.0,6.0,183.0
central,rural,1999.0,6.0,183.0
central,rural,2000.0,5.0,183.0
central,rural,2001.0,5.0,242.0
central,rural,2002.0,11.0,242.0
central,rural,2003.0,7.0,242.0
central,rural,2004.0,2.0,242.0
central,rural,2005.0,5.0,242.0
central,rural,2006.0,4.0,242.0
central,rural,2007.0,5.0,242.0
central,rural,2008.0,6.0,242.0
central,rural,2009.0,9.0,242.0
central,rural,2010.0,6.0,213.0
central,rural,2011.0,3.0,213.0
central,rural,2012.0,1.0,213.0
central,rural,2013.0,8.0,213.0
central,rural,2014.0,6.0,213.0
central,rural,2015.0,4.0,213.0
central,rural,2016.0,5.0,213.0
central,rural,2017.0,8.0,213.0
central,rural,2018.0,4.0,213.0
central,rural,2019.0,2.0,213.0
central,rural,2020.0,4.0,213.0
central,rural,2021.0,4.0,107.0
central,rural,2022.0,2.0,107.0
central,rural,2023.0,4.0,107.0
central,rural,2024.0,4.0,107.0
central,rural,2025.0,4.0,107.0
central,rural,2026.0,2.0,107.0
central,rural,2027.0,5.0,90.0
central,rural,2028.0,2.0,90.0
central,rural,2029.0,8.0,90.0
central,rural,2030.0,5.0,90.0
central,rural,2031.0,4.0,90.0
central,rural,2032.0,8.0,90.0
central,rural,2033.0,6.0,90.0
central,rural,2034.0,4.0,90.0
central,rural,2035.0,8.0,90.0
central,rural,2036.0,4.0,204.0
central,rural,2037.0,7.0,204.0
central,rural,2038.0,5.0,204.0
central,rural,2039.0,6.0,204.0
central,rural,2040.0,6.0,204.0
central,rural,2041.0,6.0,204.0
central,rural,2042.0,4.0,204.0
central,rural,2043.0,4.0,204.0
central,rural,2044.0,8.0,203.0
central,rural,2045.0,7.0,203.0
central,rural,2046.0,2.0,203.0
central,rural,2047.0,10.0,203.0
central,rural,2048.0,4.0,203.0
central,rural,2049.0,6.0,203.0
central,rural,2050.0,4.0,203.0
central,rural,2051.0,4.0,203.0
central,rural,2052.0,8.0,203.0
central,urbana,2053.0,6.0,227.0
central,urbana,2054.0,5.0,227.0
central,urbana,2055.0,5.0,227.0
central,urbana,2056.0,4.0,227.0
central,urbana,2057.0,3.0,227.0
central,urbana,2058.0,5.0,227.0
central,urbana,2059.0,4.0,227.0
central,urbana,2060.0,5.0,227.0
central,urbana,2061.0,2.0,227.0
central,urbana,2062.0,5.0,227.0
central,urbana,2063.0,3.0,227.0
central,rural,2064.0,4.0,277.0
