depto,mupio,sector,c02act,c02a01
13,26,41,"mar, lag",no
13,26,41,tren (vi,no
13,26,41,avión (v,no
13,26,41,"otro, cu",no
13,26,46,carreter,no
13,26,46,carreter,si
13,26,46,camino d,si
13,26,46,veredas,si
13,26,46,"mar, lag",no
13,26,46,tren (vi,no
13,26,46,avión (v,no
13,26,46,"otro, cu",no
13,26,47,carreter,si
13,26,47,carreter,no
13,26,47,camino d,si
13,26,47,veredas,si
13,26,47,"mar, lag",no
13,26,47,tren (vi,no
13,26,47,avión (v,no
13,26,47,"otro, cu",no
13,26,49,carreter,no
13,26,49,carreter,no
13,26,49,camino d,si
13,26,49,veredas,si
13,26,49,"mar, lag",no
13,26,49,tren (vi,no
13,26,49,avión (v,no
13,26,49,"otro, cu",no
13,27,9,carreter,no
13,27,9,carreter,no
13,27,9,camino d,no
13,27,9,veredas,si
13,27,9,"mar, lag",no
13,27,9,tren (vi,no
13,27,9,avión (v,no
13,27,9,"otro, cu",no
13,27,26,carreter,no
13,27,26,carreter,si
13,27,26,camino d,si
13,27,26,veredas,no
13,27,26,"mar, lag",no
13,27,26,tren (vi,no
13,27,26,avión (v,no
13,27,26,"otro, cu",no
13,30,8,carreter,no
13,30,8,carreter,no
13,30,8,camino d,si
13,30,8,veredas,si
13,30,8,"mar, lag",no
13,30,8,tren (vi,no
13,30,8,avión (v,no
13,30,8,"otro, cu",no
13,30,11,carreter,no
13,30,11,carreter,si
13,30,11,camino d,no
13,30,11,veredas,si
13,30,11,"mar, lag",no
13,30,11,tren (vi,no
13,30,11,avión (v,no
13,30,11,"otro, cu",no
13,31,6,carreter,no
13,31,6,carreter,si
13,31,6,camino d,si
13,31,6,veredas,si
13,31,6,"mar, lag",si
13,31,6,tren (vi,no
13,31,6,avión (v,no
13,31,6,"otro, cu",no
14,1,14,carreter,si
14,1,14,carreter,si
14,1,14,camino d,no
14,1,14,veredas,no
14,1,14,"mar, lag",no
14,1,14,tren (vi,no
14,1,14,avión (v,no
14,1,14,"otro, cu",no
14,1,27,carreter,si
14,1,27,carreter,si
14,1,27,camino d,no
14,1,27,veredas,si
14,1,27,"mar, lag",no
14,1,27,tren (vi,no
14,1,27,avión (v,no
14,1,27,"otro, cu",no
14,1,50,carreter,no
14,1,50,carreter,si
14,1,50,camino d,no
14,1,50,veredas,si
14,1,50,"mar, lag",no
14,1,50,tren (vi,no
14,1,50,avión (v,no
14,1,50,"otro, cu",no
14,1,60,carreter,no
14,1,60,carreter,si
14,1,60,camino d,no
14,1,60,veredas,si
14,1,60,"mar, lag",no
14,1,60,tren (vi,no
14,1,60,avión (v,no
14,1,60,"otro, cu",no
14,1,72,carreter,no
14,1,72,carreter,si
14,1,72,camino d,no
14,1,72,veredas,si
14,1,72,"mar, lag",no
14,1,72,tren (vi,no
14,1,72,avión (v,no
14,1,72,"otro, cu",no
14,2,9,carreter,no
14,2,9,carreter,si
14,2,9,camino d,no
14,2,9,veredas,si
14,2,9,"mar, lag",no
14,2,9,tren (vi,no
14,2,9,avión (v,no
14,2,9,"otro, cu",no
14,3,1,carreter,si
14,3,1,carreter,si
14,3,1,camino d,no
14,3,1,veredas,no
14,3,1,"mar, lag",no
14,3,1,tren (vi,no
14,3,1,avión (v,no
14,3,1,"otro, cu",no
14,4,1,carreter,si
14,4,1,carreter,si
14,4,1,camino d,no
14,4,1,veredas,si
14,4,1,"mar, lag",no
14,4,1,tren (vi,no
14,4,1,avión (v,no
14,4,1,"otro, cu",no
14,4,7,carreter,no
14,4,7,carreter,si
14,4,7,camino d,no
14,4,7,veredas,si
14,4,7,"mar, lag",no
14,4,7,tren (vi,no
14,4,7,avión (v,no
14,4,7,"otro, cu",no
14,6,3,carreter,si
14,6,3,carreter,si
14,6,3,camino d,no
14,6,3,veredas,no
14,6,3,"mar, lag",no
14,6,3,tren (vi,no
14,6,3,avión (v,no
14,6,3,"otro, cu",no
14,6,27,carreter,no
14,6,27,carreter,si
14,6,27,camino d,no
14,6,27,veredas,si
14,6,27,"mar, lag",no
14,6,27,tren (vi,no
14,6,27,avión (v,no
14,6,27,"otro, cu",no
14,6,57,carreter,no
14,6,57,carreter,si
14,6,57,camino d,no
14,6,57,veredas,si
14,6,57,"mar, lag",no
14,6,57,tren (vi,no
14,6,57,avión (v,no
14,6,57,"otro, cu",no
14,6,60,carreter,si
14,6,60,carreter,no
14,6,60,camino d,no
14,6,60,veredas,si
14,6,60,"mar, lag",no
14,6,60,tren (vi,no
14,6,60,avión (v,no
14,6,60,"otro, cu",no
14,6,85,carreter,si
14,6,85,carreter,no
14,6,85,camino d,no
14,6,85,veredas,si
14,6,85,"mar, lag",no
14,6,85,tren (vi,no
14,6,85,avión (v,no
14,6,85,"otro, cu",no
14,6,100,carreter,no
14,6,100,carreter,si
14,6,100,camino d,no
14,6,100,veredas,si
14,6,100,"mar, lag",no
14,6,100,tren (vi,no
14,6,100,avión (v,no
14,6,100,"otro, cu",no
14,11,2,carreter,no
14,11,2,carreter,si
14,11,2,camino d,no
14,11,2,veredas,si
14,11,2,"mar, lag",no
14,11,2,tren (vi,no
14,11,2,avión (v,no
14,11,2,"otro, cu",no
14,11,7,carreter,no
14,11,7,carreter,no
14,11,7,camino d,si
14,11,7,veredas,si
14,11,7,"mar, lag",no
14,11,7,tren (vi,no
14,11,7,avión (v,no
14,11,7,"otro, cu",no
14,12,3,carreter,no
14,12,3,carreter,si
14,12,3,camino d,no
14,12,3,veredas,si
14,12,3,"mar, lag",no
14,12,3,tren (vi,no
14,12,3,avión (v,no
14,12,3,"otro, cu",si
14,13,11,carreter,no
14,13,11,carreter,si
14,13,11,camino d,no
14,13,11,veredas,si
14,13,11,"mar, lag",no
14,13,11,tren (vi,no
14,13,11,avión (v,no
14,13,11,"otro, cu",no
14,13,21,carreter,si
14,13,21,carreter,no
14,13,21,camino d,no
14,13,21,veredas,si
14,13,21,"mar, lag",no
14,13,21,tren (vi,no
14,13,21,avión (v,no
14,13,21,"otro, cu",no
14,13,22,carreter,no
14,13,22,carreter,no
14,13,22,camino d,si
14,13,22,veredas,si
14,13,22,"mar, lag",no
14,13,22,tren (vi,no
14,13,22,avión (v,no
14,13,22,"otro, cu",no
14,13,27,carreter,no
14,13,27,carreter,no
14,13,27,camino d,si
14,13,27,veredas,si
14,13,27,"mar, lag",no
14,13,27,tren (vi,no
14,13,27,avión (v,no
14,13,27,"otro, cu",no
14,14,3,carreter,no
14,14,3,carreter,si
14,14,3,camino d,no
14,14,3,veredas,si
14,14,3,"mar, lag",no
14,14,3,tren (vi,no
14,14,3,avión (v,no
14,14,3,"otro, cu",no
14,15,9,carreter,no
14,15,9,carreter,si
14,15,9,camino d,no
14,15,9,veredas,si
14,15,9,"mar, lag",no
14,15,9,tren (vi,no
14,15,9,avión (v,no
14,15,9,"otro, cu",no
14,16,5,carreter,no
14,16,5,carreter,no
14,16,5,camino d,no
14,16,5,veredas,si
14,16,5,"mar, lag",no
14,16,5,tren (vi,no
14,16,5,avión (v,no
14,16,5,"otro, cu",no
14,16,28,carreter,no
14,16,28,carreter,si
14,16,28,camino d,no
14,16,28,veredas,si
14,16,28,"mar, lag",no
14,16,28,tren (vi,no
14,16,28,avión (v,no
14,16,28,"otro, cu",no
14,19,3,carreter,si
14,19,3,carreter,no
14,19,3,camino d,no
14,19,3,veredas,si
14,19,3,"mar, lag",no
14,19,3,tren (vi,no
14,19,3,avión (v,no
14,19,3,"otro, cu",no
15,1,5,carreter,si
15,1,5,carreter,si
15,1,5,camino d,no
15,1,5,veredas,no
15,1,5,"mar, lag",no
15,1,5,tren (vi,no
15,1,5,avión (v,no
15,1,5,"otro, cu",no
15,1,9,carreter,si
15,1,9,carreter,si
15,1,9,camino d,no
15,1,9,veredas,no
15,1,9,"mar, lag",no
15,1,9,tren (vi,no
15,1,9,avión (v,no
15,1,9,"otro, cu",no
15,1,37,carreter,no
15,1,37,carreter,si
15,1,37,camino d,no
15,1,37,veredas,no
15,1,37,"mar, lag",no
15,1,37,tren (vi,no
15,1,37,avión (v,no
15,1,37,"otro, cu",no
15,2,16,carreter,no
15,2,16,carreter,si
15,2,16,camino d,si
15,2,16,veredas,si
15,2,16,"mar, lag",no
15,2,16,tren (vi,no
15,2,16,avión (v,no
15,2,16,"otro, cu",no
15,3,2,carreter,si
15,3,2,carreter,no
15,3,2,camino d,no
15,3,2,veredas,si
15,3,2,"mar, lag",no
15,3,2,tren (vi,no
15,3,2,avión (v,no
15,3,2,"otro, cu",no
15,3,7,carreter,si
15,3,7,carreter,si
15,3,7,camino d,no
15,3,7,veredas,no
15,3,7,"mar, lag",no
15,3,7,tren (vi,no
15,3,7,avión (v,no
15,3,7,"otro, cu",no
15,3,23,carreter,no
15,3,23,carreter,si
15,3,23,camino d,no
15,3,23,veredas,si
15,3,23,"mar, lag",no
15,3,23,tren (vi,no
15,3,23,avión (v,no
15,3,23,"otro, cu",no
15,3,25,carreter,no
15,3,25,carreter,si
15,3,25,camino d,no
15,3,25,veredas,si
15,3,25,"mar, lag",no
15,3,25,tren (vi,no
15,3,25,avión (v,no
15,3,25,"otro, cu",no
15,4,1,carreter,no
15,4,1,carreter,no
15,4,1,camino d,no
15,4,1,veredas,no
15,4,1,"mar, lag",no
15,4,1,tren (vi,no
15,4,1,avión (v,no
15,4,1,"otro, cu",si
15,4,13,carreter,no
15,4,13,carreter,si
15,4,13,camino d,si
15,4,13,veredas,si
15,4,13,"mar, lag",no
15,4,13,tren (vi,no
15,4,13,avión (v,no
15,4,13,"otro, cu",no
15,5,2,carreter,no
15,5,2,carreter,si
15,5,2,camino d,no
15,5,2,veredas,si
15,5,2,"mar, lag",no
15,5,2,tren (vi,no
15,5,2,avión (v,no
15,5,2,"otro, cu",no
15,5,5,carreter,si
15,5,5,carreter,no
15,5,5,camino d,no
15,5,5,veredas,si
15,5,5,"mar, lag",no
15,5,5,tren (vi,no
15,5,5,avión (v,no
15,5,5,"otro, cu",no
15,6,2,carreter,no
15,6,2,carreter,si
15,6,2,camino d,no
15,6,2,veredas,no
15,6,2,"mar, lag",no
15,6,2,tren (vi,no
15,6,2,avión (v,no
15,6,2,"otro, cu",no
15,6,2,carreter,si
15,6,2,carreter,no
15,6,2,camino d,no
15,6,2,veredas,si
15,6,2,"mar, lag",no
15,6,2,tren (vi,no
15,6,2,avión (v,no
15,6,2,"otro, cu",no
15,7,1,carreter,si
15,7,1,carreter,no
15,7,1,camino d,no
15,7,1,veredas,no
15,7,1,"mar, lag",no
15,7,1,tren (vi,no
15,7,1,avión (v,no
15,7,1,"otro, cu",no
15,7,3,carreter,si
15,7,3,carreter,si
15,7,3,camino d,no
15,7,3,veredas,si
15,7,3,"mar, lag",no
15,7,3,tren (vi,no
15,7,3,avión (v,no
15,7,3,"otro, cu",no
15,7,10,carreter,si
15,7,10,carreter,si
15,7,10,camino d,no
15,7,10,veredas,no
15,7,10,"mar, lag",no
15,7,10,tren (vi,no
15,7,10,avión (v,no
15,7,10,"otro, cu",no
15,8,5,carreter,no
15,8,5,carreter,si
15,8,5,camino d,no
15,8,5,veredas,si
15,8,5,"mar, lag",no
15,8,5,tren (vi,no
15,8,5,avión (v,no
15,8,5,"otro, cu",no
15,8,25,carreter,no
15,8,25,carreter,no
15,8,25,camino d,si
15,8,25,veredas,si
15,8,25,"mar, lag",si
15,8,25,tren (vi,no
15,8,25,avión (v,no
15,8,25,"otro, cu",no
16,1,1,carreter,si
16,1,1,carreter,si
16,1,1,camino d,no
16,1,1,veredas,no
16,1,1,"mar, lag",no
16,1,1,tren (vi,no
16,1,1,avión (v,si
16,1,1,"otro, cu",no
16,1,5,carreter,si
16,1,5,carreter,no
16,1,5,camino d,no
16,1,5,veredas,no
16,1,5,"mar, lag",no
16,1,5,tren (vi,no
16,1,5,avión (v,no
16,1,5,"otro, cu",no
16,1,6,carreter,si
16,1,6,carreter,si
16,1,6,camino d,no
16,1,6,veredas,no
16,1,6,"mar, lag",si
16,1,6,tren (vi,no
16,1,6,avión (v,no
16,1,6,"otro, cu",no
16,1,8,carreter,si
16,1,8,carreter,no
16,1,8,camino d,no
16,1,8,veredas,si
16,1,8,"mar, lag",no
16,1,8,tren (vi,no
16,1,8,avión (v,no
16,1,8,"otro, cu",no
16,1,16,carreter,si
16,1,16,carreter,si
16,1,16,camino d,no
16,1,16,veredas,no
16,1,16,"mar, lag",no
16,1,16,tren (vi,no
16,1,16,avión (v,no
16,1,16,"otro, cu",no
16,1,25,carreter,si
16,1,25,carreter,si
16,1,25,camino d,no
16,1,25,veredas,si
16,1,25,"mar, lag",no
16,1,25,tren (vi,no
16,1,25,avión (v,no
16,1,25,"otro, cu",no
16,1,28,carreter,si
16,1,28,carreter,si
16,1,28,camino d,no
16,1,28,veredas,no
16,1,28,"mar, lag",no
16,1,28,tren (vi,no
16,1,28,avión (v,no
16,1,28,"otro, cu",no
16,1,30,carreter,si
16,1,30,carreter,no
16,1,30,camino d,no
16,1,30,veredas,no
16,1,30,"mar, lag",no
16,1,30,tren (vi,no
16,1,30,avión (v,no
16,1,30,"otro, cu",no
16,1,33,carreter,no
16,1,33,carreter,si
16,1,33,camino d,no
16,1,33,veredas,no
16,1,33,"mar, lag",no
16,1,33,tren (vi,no
16,1,33,avión (v,no
16,1,33,"otro, cu",no
16,1,63,carreter,no
16,1,63,carreter,si
16,1,63,camino d,no
16,1,63,veredas,si
16,1,63,"mar, lag",no
16,1,63,tren (vi,no
16,1,63,avión (v,no
16,1,63,"otro, cu",no
16,1,98,carreter,no
16,1,98,carreter,si
16,1,98,camino d,no
16,1,98,veredas,si
16,1,98,"mar, lag",no
16,1,98,tren (vi,no
16,1,98,avión (v,no
16,1,98,"otro, cu",no
16,1,100,carreter,no
16,1,100,carreter,si
16,1,100,camino d,si
16,1,100,veredas,si
16,1,100,"mar, lag",no
16,1,100,tren (vi,no
16,1,100,avión (v,no
16,1,100,"otro, cu",no
16,1,102,carreter,si
16,1,102,carreter,no
16,1,102,camino d,no
16,1,102,veredas,no
16,1,102,"mar, lag",no
16,1,102,tren (vi,no
16,1,102,avión (v,no
16,1,102,"otro, cu",no
16,3,2,carreter,si
16,3,2,carreter,si
16,3,2,camino d,no
16,3,2,veredas,no
16,3,2,"mar, lag",no
16,3,2,tren (vi,no
16,3,2,avión (v,no
16,3,2,"otro, cu",no
16,3,7,carreter,si
16,3,7,carreter,si
16,3,7,camino d,si
16,3,7,veredas,si
16,3,7,"mar, lag",no
16,3,7,tren (vi,no
16,3,7,avión (v,no
16,3,7,"otro, cu",no
16,3,14,carreter,no
16,3,14,carreter,si
16,3,14,camino d,no
16,3,14,veredas,no
16,3,14,"mar, lag",no
16,3,14,tren (vi,no
16,3,14,avión (v,no
16,3,14,"otro, cu",no
16,3,16,carreter,no
16,3,16,carreter,si
16,3,16,camino d,si
16,3,16,veredas,si
16,3,16,"mar, lag",no
16,3,16,tren (vi,no
16,3,16,avión (v,no
16,3,16,"otro, cu",no
16,3,19,carreter,no
16,3,19,carreter,si
16,3,19,camino d,si
16,3,19,veredas,si
16,3,19,"mar, lag",no
16,3,19,tren (vi,no
16,3,19,avión (v,no
16,3,19,"otro, cu",no
16,3,31,carreter,no
16,3,31,carreter,si
16,3,31,camino d,si
16,3,31,veredas,si
16,3,31,"mar, lag",no
16,3,31,tren (vi,no
16,3,31,avión (v,no
16,3,31,"otro, cu",no
16,5,6,carreter,si
16,5,6,carreter,no
16,5,6,camino d,no
16,5,6,veredas,si
16,5,6,"mar, lag",no
16,5,6,tren (vi,no
16,5,6,avión (v,no
16,5,6,"otro, cu",no
16,6,1,carreter,no
16,6,1,carreter,si
16,6,1,camino d,no
16,6,1,veredas,no
16,6,1,"mar, lag",no
16,6,1,tren (vi,no
16,6,1,avión (v,no
16,6,1,"otro, cu",no
16,6,4,carreter,no
16,6,4,carreter,si
16,6,4,camino d,no
16,6,4,veredas,no
16,6,4,"mar, lag",no
16,6,4,tren (vi,no
16,6,4,avión (v,no
16,6,4,"otro, cu",no
16,6,9,carreter,no
16,6,9,carreter,si
16,6,9,camino d,no
16,6,9,veredas,no
16,6,9,"mar, lag",no
16,6,9,tren (vi,no
16,6,9,avión (v,no
16,6,9,"otro, cu",no
16,7,1,carreter,no
16,7,1,carreter,si
16,7,1,camino d,no
16,7,1,veredas,si
16,7,1,"mar, lag",no
16,7,1,tren (vi,no
16,7,1,avión (v,no
16,7,1,"otro, cu",no
16,7,28,carreter,no
16,7,28,carreter,si
16,7,28,camino d,no
16,7,28,veredas,si
16,7,28,"mar, lag",no
16,7,28,tren (vi,no
16,7,28,avión (v,no
16,7,28,"otro, cu",no
16,7,40,carreter,si
16,7,40,carreter,no
16,7,40,camino d,no
16,7,40,veredas,si
16,7,40,"mar, lag",no
16,7,40,tren (vi,no
16,7,40,avión (v,no
16,7,40,"otro, cu",no
16,7,67,carreter,no
16,7,67,carreter,si
16,7,67,camino d,no
16,7,67,veredas,no
16,7,67,"mar, lag",no
16,7,67,tren (vi,no
16,7,67,avión (v,no
16,7,67,"otro, cu",no
16,8,11,carreter,si
16,8,11,carreter,no
16,8,11,camino d,no
16,8,11,veredas,si
16,8,11,"mar, lag",no
16,8,11,tren (vi,no
16,8,11,avión (v,no
16,8,11,"otro, cu",no
16,8,18,carreter,no
16,8,18,carreter,si
16,8,18,camino d,no
16,8,18,veredas,si
16,8,18,"mar, lag",no
16,8,18,tren (vi,no
16,8,18,avión (v,no
16,8,18,"otro, cu",no
16,8,19,carreter,no
16,8,19,carreter,no
16,8,19,camino d,no
16,8,19,veredas,si
16,8,19,"mar, lag",no
16,8,19,tren (vi,no
16,8,19,avión (v,no
16,8,19,"otro, cu",no
16,8,28,carreter,si
16,8,28,carreter,no
16,8,28,camino d,no
16,8,28,veredas,si
16,8,28,"mar, lag",no
16,8,28,tren (vi,no
16,8,28,avión (v,no
16,8,28,"otro, cu",no
16,8,38,carreter,no
16,8,38,carreter,no
16,8,38,camino d,no
16,8,38,veredas,si
16,8,38,"mar, lag",no
16,8,38,tren (vi,no
16,8,38,avión (v,no
16,8,38,"otro, cu",no
16,9,1,carreter,si
16,9,1,carreter,no
16,9,1,camino d,no
16,9,1,veredas,no
16,9,1,"mar, lag",no
16,9,1,tren (vi,no
16,9,1,avión (v,no
16,9,1,"otro, cu",no
16,9,3,carreter,si
16,9,3,carreter,no
16,9,3,camino d,no
16,9,3,veredas,no
16,9,3,"mar, lag",no
16,9,3,tren (vi,no
16,9,3,avión (v,no
16,9,3,"otro, cu",no
16,9,53,carreter,no
16,9,53,carreter,si
16,9,53,camino d,no
16,9,53,veredas,si
16,9,53,"mar, lag",no
16,9,53,tren (vi,no
16,9,53,avión (v,no
16,9,53,"otro, cu",no
16,9,67,carreter,no
16,9,67,carreter,si
16,9,67,camino d,no
16,9,67,veredas,si
16,9,67,"mar, lag",no
16,9,67,tren (vi,no
16,9,67,avión (v,no
16,9,67,"otro, cu",no
16,9,73,carreter,no
16,9,73,carreter,si
16,9,73,camino d,no
16,9,73,veredas,si
16,9,73,"mar, lag",no
16,9,73,tren (vi,no
16,9,73,avión (v,no
16,9,73,"otro, cu",no
16,9,110,carreter,no
16,9,110,carreter,no
16,9,110,camino d,no
16,9,110,veredas,si
16,9,110,"mar, lag",no
16,9,110,tren (vi,no
16,9,110,avión (v,no
16,9,110,"otro, cu",no
16,10,3,carreter,si
16,10,3,carreter,si
16,10,3,camino d,si
16,10,3,veredas,si
16,10,3,"mar, lag",no
16,10,3,tren (vi,no
16,10,3,avión (v,no
16,10,3,"otro, cu",no
16,11,3,carreter,no
16,11,3,carreter,no
16,11,3,camino d,no
16,11,3,veredas,si
16,11,3,"mar, lag",no
16,11,3,tren (vi,no
16,11,3,avión (v,no
16,11,3,"otro, cu",no
16,12,3,carreter,no
16,12,3,carreter,si
16,12,3,camino d,no
16,12,3,veredas,si
16,12,3,"mar, lag",no
16,12,3,tren (vi,no
16,12,3,avión (v,no
16,12,3,"otro, cu",no
16,12,14,carreter,no
16,12,14,carreter,si
16,12,14,camino d,no
16,12,14,veredas,si
16,12,14,"mar, lag",no
16,12,14,tren (vi,no
16,12,14,avión (v,no
16,12,14,"otro, cu",no
16,13,27,carreter,no
16,13,27,carreter,no
16,13,27,camino d,no
16,13,27,veredas,si
16,13,27,"mar, lag",no
16,13,27,tren (vi,no
16,13,27,avión (v,no
16,13,27,"otro, cu",no
16,13,33,carreter,no
16,13,33,carreter,si
16,13,33,camino d,no
16,13,33,veredas,si
16,13,33,"mar, lag",no
16,13,33,tren (vi,no
16,13,33,avión (v,no
16,13,33,"otro, cu",no
17,1,2,carreter,si
17,1,2,carreter,no
17,1,2,camino d,no
17,1,2,veredas,no
17,1,2,"mar, lag",si
17,1,2,tren (vi,no
17,1,2,avión (v,no
17,1,2,"otro, cu",no
17,1,9,carreter,si
17,1,9,carreter,no
17,1,9,camino d,no
17,1,9,veredas,no
17,1,9,"mar, lag",no
17,1,9,tren (vi,no
17,1,9,avión (v,no
17,1,9,"otro, cu",no
17,1,20,carreter,si
17,1,20,carreter,si
17,1,20,camino d,no
17,1,20,veredas,no
17,1,20,"mar, lag",no
17,1,20,tren (vi,no
17,1,20,avión (v,no
17,1,20,"otro, cu",no
17,1,23,carreter,si
17,1,23,carreter,no
17,1,23,camino d,no
17,1,23,veredas,no
17,1,23,"mar, lag",no
17,1,23,tren (vi,no
17,1,23,avión (v,no
17,1,23,"otro, cu",si
17,3,23,carreter,si
17,3,23,carreter,si
17,3,23,camino d,no
17,3,23,veredas,no
17,3,23,"mar, lag",no
17,3,23,tren (vi,no
17,3,23,avión (v,no
17,3,23,"otro, cu",no
17,4,10,carreter,no
17,4,10,carreter,si
17,4,10,camino d,no
17,4,10,veredas,si
17,4,10,"mar, lag",no
17,4,10,tren (vi,no
17,4,10,avión (v,no
17,4,10,"otro, cu",no
17,4,16,carreter,no
17,4,16,carreter,no
17,4,16,camino d,no
17,4,16,veredas,si
17,4,16,"mar, lag",si
17,4,16,tren (vi,no
17,4,16,avión (v,no
17,4,16,"otro, cu",no
17,5,9,carreter,no
17,5,9,carreter,si
17,5,9,camino d,si
17,5,9,veredas,si
17,5,9,"mar, lag",no
17,5,9,tren (vi,no
17,5,9,avión (v,no
17,5,9,"otro, cu",no
17,5,17,carreter,si
17,5,17,carreter,no
17,5,17,camino d,si
17,5,17,veredas,si
17,5,17,"mar, lag",no
17,5,17,tren (vi,no
17,5,17,avión (v,no
17,5,17,"otro, cu",no
17,5,31,carreter,si
17,5,31,carreter,si
17,5,31,camino d,si
17,5,31,veredas,si
17,5,31,"mar, lag",no
17,5,31,tren (vi,no
17,5,31,avión (v,no
17,5,31,"otro, cu",no
17,5,36,carreter,no
17,5,36,carreter,si
17,5,36,camino d,no
17,5,36,veredas,si
17,5,36,"mar, lag",si
17,5,36,tren (vi,no
17,5,36,avión (v,no
17,5,36,"otro, cu",no
17,5,41,carreter,si
17,5,41,carreter,no
17,5,41,camino d,no
17,5,41,veredas,si
17,5,41,"mar, lag",no
17,5,41,tren (vi,no
17,5,41,avión (v,no
17,5,41,"otro, cu",no
17,5,49,carreter,si
17,5,49,carreter,si
17,5,49,camino d,si
17,5,49,veredas,si
17,5,49,"mar, lag",no
17,5,49,tren (vi,no
17,5,49,avión (v,no
17,5,49,"otro, cu",no
17,5,53,carreter,no
17,5,53,carreter,si
17,5,53,camino d,si
17,5,53,veredas,si
17,5,53,"mar, lag",no
17,5,53,tren (vi,no
17,5,53,avión (v,no
17,5,53,"otro, cu",no
17,5,58,carreter,no
17,5,58,carreter,si
17,5,58,camino d,si
17,5,58,veredas,si
17,5,58,"mar, lag",no
17,5,58,tren (vi,no
17,5,58,avión (v,no
17,5,58,"otro, cu",no
17,5,62,carreter,si
17,5,62,carreter,no
17,5,62,camino d,si
17,5,62,veredas,si
17,5,62,"mar, lag",no
17,5,62,tren (vi,no
17,5,62,avión (v,no
17,5,62,"otro, cu",no
17,6,1,carreter,no
17,6,1,carreter,si
17,6,1,camino d,si
17,6,1,veredas,no
17,6,1,"mar, lag",no
17,6,1,tren (vi,no
17,6,1,avión (v,no
17,6,1,"otro, cu",no
17,6,3,carreter,si
17,6,3,carreter,si
17,6,3,camino d,no
17,6,3,veredas,no
17,6,3,"mar, lag",no
17,6,3,tren (vi,no
17,6,3,avión (v,no
17,6,3,"otro, cu",no
17,7,2,carreter,no
17,7,2,carreter,si
17,7,2,camino d,no
17,7,2,veredas,no
17,7,2,"mar, lag",no
17,7,2,tren (vi,no
17,7,2,avión (v,no
17,7,2,"otro, cu",no
17,7,5,carreter,no
17,7,5,carreter,si
17,7,5,camino d,no
17,7,5,veredas,no
17,7,5,"mar, lag",no
17,7,5,tren (vi,no
17,7,5,avión (v,no
17,7,5,"otro, cu",no
17,8,16,carreter,no
17,8,16,carreter,si
17,8,16,camino d,si
17,8,16,veredas,si
17,8,16,"mar, lag",si
17,8,16,tren (vi,no
17,8,16,avión (v,no
17,8,16,"otro, cu",no
17,8,25,carreter,si
17,8,25,carreter,no
17,8,25,camino d,si
17,8,25,veredas,no
17,8,25,"mar, lag",no
17,8,25,tren (vi,no
17,8,25,avión (v,no
17,8,25,"otro, cu",no
17,8,27,carreter,no
17,8,27,carreter,si
17,8,27,camino d,si
17,8,27,veredas,si
17,8,27,"mar, lag",no
17,8,27,tren (vi,no
17,8,27,avión (v,no
17,8,27,"otro, cu",no
17,8,35,carreter,no
17,8,35,carreter,si
17,8,35,camino d,si
17,8,35,veredas,si
17,8,35,"mar, lag",si
17,8,35,tren (vi,no
17,8,35,avión (v,no
17,8,35,"otro, cu",no
17,9,14,carreter,no
17,9,14,carreter,si
17,9,14,camino d,no
17,9,14,veredas,si
17,9,14,"mar, lag",no
17,9,14,tren (vi,no
17,9,14,avión (v,no
17,9,14,"otro, cu",no
17,9,33,carreter,no
17,9,33,carreter,si
17,9,33,camino d,no
17,9,33,veredas,si
17,9,33,"mar, lag",no
17,9,33,tren (vi,no
17,9,33,avión (v,no
17,9,33,"otro, cu",no
17,10,2,carreter,no
17,10,2,carreter,si
17,10,2,camino d,no
17,10,2,veredas,no
17,10,2,"mar, lag",no
17,10,2,tren (vi,no
17,10,2,avión (v,no
17,10,2,"otro, cu",no
17,10,8,carreter,si
17,10,8,carreter,no
17,10,8,camino d,si
17,10,8,veredas,si
17,10,8,"mar, lag",no
17,10,8,tren (vi,no
17,10,8,avión (v,no
17,10,8,"otro, cu",no
17,10,21,carreter,si
17,10,21,carreter,no
17,10,21,camino d,si
17,10,21,veredas,si
17,10,21,"mar, lag",si
17,10,21,tren (vi,no
17,10,21,avión (v,no
17,10,21,"otro, cu",no
17,10,31,carreter,si
17,10,31,carreter,no
17,10,31,camino d,no
17,10,31,veredas,si
17,10,31,"mar, lag",no
17,10,31,tren (vi,no
17,10,31,avión (v,no
17,10,31,"otro, cu",no
17,11,4,carreter,no
17,11,4,carreter,si
17,11,4,camino d,no
17,11,4,veredas,no
17,11,4,"mar, lag",no
17,11,4,tren (vi,no
17,11,4,avión (v,no
17,11,4,"otro, cu",no
17,11,7,carreter,si
17,11,7,carreter,si
17,11,7,camino d,si
17,11,7,veredas,si
17,11,7,"mar, lag",si
17,11,7,tren (vi,no
17,11,7,avión (v,no
17,11,7,"otro, cu",no
17,11,13,carreter,no
17,11,13,carreter,si
17,11,13,camino d,si
17,11,13,veredas,no
17,11,13,"mar, lag",no
17,11,13,tren (vi,no
17,11,13,avión (v,no
17,11,13,"otro, cu",no
17,12,12,carreter,si
17,12,12,carreter,si
17,12,12,camino d,si
17,12,12,veredas,no
17,12,12,"mar, lag",no
17,12,12,tren (vi,no
17,12,12,avión (v,si
17,12,12,"otro, cu",no
18,1,6,carreter,si
18,1,6,carreter,si
18,1,6,camino d,no
18,1,6,veredas,no
18,1,6,"mar, lag",si
